44130 rhinovirus_B3 rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/816/855/GCF_002816855.1_ASM281685v1/GCF_002816855.1_ASM281685v1_genomic.fna.gz
227984 SARS_coronavirus_Tor2 rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/864/885/GCF_000864885.1_ViralProj15500/GCF_000864885.1_ViralProj15500_genomic.fna.gz
488241 Influenza_A_virus_Korea_426_1968_2N2 rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/866/645/GCF_000866645.1_ViralMultiSegProj15620/GCF_000866645.1_ViralMultiSegProj15620_genomic.fna.gz
162145 Human_metapneumovirus rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/815/375/GCF_002815375.1_ASM281537v1/GCF_002815375.1_ASM281537v1_genomic.fna.gz
138950 Enterovirus_C rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/861/165/GCF_000861165.1_ViralProj15288/GCF_000861165.1_ViralProj15288_genomic.fna.gz
1332244 Influenza_A_virus_Shanghai_02_2013_7N9 rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/928/555/GCF_000928555.1_ViralMultiSegProj274585/GCF_000928555.1_ViralMultiSegProj274585_genomic.fna.gz
47681 Enterovirus_sp. rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/919/855/GCF_000919855.1_ViralProj246231/GCF_000919855.1_ViralProj246231_genomic.fna.gz
518987 Influenza_B_virus_Lee_1940 rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/820/495/GCF_000820495.2_ViralMultiSegProj14656/GCF_000820495.2_ViralMultiSegProj14656_genomic.fna.gz
11137 Human_coronavirus_229E rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/853/505/GCF_000853505.1_ViralProj14913/GCF_000853505.1_ViralProj14913_genomic.fna.gz
11216 Human_respirovirus_3 rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/850/205/GCF_000850205.1_ViralProj14706/GCF_000850205.1_ViralProj14706_genomic.fna.gz
1803956 Parechovirus_A rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/861/505/GCF_000861505.1_ViralProj15357/GCF_000861505.1_ViralProj15357_genomic.fna.gz
2560525 Human_orthorubulavirus_2 rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/863/525/GCF_000863525.1_ViralProj15421/GCF_000863525.1_ViralProj15421_genomic.fna.gz
211044 Influenza_A_virus_Puerto_Rico_8_1934_1N1 rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/865/725/GCF_000865725.1_ViralMultiSegProj15521/GCF_000865725.1_ViralMultiSegProj15521_genomic.fna.gz
12072 Coxsackievirus_B3 rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/816/685/GCF_002816685.1_ASM281668v1/GCF_002816685.1_ASM281668v1_genomic.fna.gz
641809 Influenza_A_virus_California_07_2009_1N1 rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/343/785/GCF_001343785.1_ViralMultiSegProj274766/GCF_001343785.1_ViralMultiSegProj274766_genomic.fna.gz
